
Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,MhcHeadCollapse,AI_VECTOR_CORE,47,236,4.860,1789185298686974.580	,1789185298686979.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,237,4.400,1789185298686984.540	,1789185298686988.940	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,238,4.420,1789185298686993.120	,1789185298686997.540	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,239,4.680,1789185298687003.160	,1789185298687007.840	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,240,4.420,1789185298687013.240	,1789185298687017.660	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,241,4.500,1789185298687017.720	,1789185298687022.220	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,242,4.480,1789185298687033.560	,1789185298687038.040	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,243,4.660,1789185298687042.640	,1789185298687047.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,244,4.680,1789185298687052.760	,1789185298687057.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,245,4.440,1789185298687062.760	,1789185298687067.200	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,246,4.480,1789185298687071.380	,1789185298687075.860	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,247,4.560,1789185298687081.140	,1789185298687085.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,248,4.620,1789185298687091.340	,1789185298687095.960	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,249,4.920,1789185298687097.460	,1789185298687102.380	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,250,4.360,1789185298687109.620	,1789185298687113.980	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,251,4.420,1789185298687119.840	,1789185298687124.260	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,252,4.520,1789185298687130.880	,1789185298687135.400	
